bus_id ,stage_index ,value
     5 ,         82 ,    0.0
     5 ,         83 ,    0.0
     5 ,         84 ,    0.0
     5 ,         85 ,    0.0
     5 ,         86 ,    0.0
     5 ,         87 ,    0.0
     5 ,         88 ,    0.0
     5 ,         89 ,    0.0
     5 ,         90 ,    0.0
     5 ,         91 ,    0.0
     5 ,         92 ,    0.0
     5 ,         93 ,    0.0
     5 ,         94 ,    0.0
     5 ,         95 ,    0.0
     5 ,         96 ,    0.0
     5 ,         97 ,    0.0
     5 ,         98 ,    0.0
     5 ,         99 ,    0.0
     5 ,        100 ,    0.0
     5 ,        101 ,    0.0
     5 ,        102 ,    0.0
     5 ,        103 ,    0.0
     5 ,        104 ,    0.0
     5 ,        105 ,    0.0
     5 ,        106 ,    0.0
     5 ,        107 ,    0.0
     5 ,        108 ,    0.0
     5 ,        109 ,    0.0
     5 ,        110 ,    0.0
     5 ,        111 ,    0.0
     5 ,        112 ,    0.0
     5 ,        113 ,    0.0
     5 ,        114 ,    0.0
     5 ,        115 ,    0.0
     5 ,        116 ,    0.0
     5 ,        117 ,    0.0
     5 ,        118 ,    0.0
     5 ,        119 ,    0.0
     5 ,        120 ,    0.0
